year,time_period,time_identifier,geographic_level,country_code,country_name,data_version,subject_name,characteristic_value,perc_astar_grade_achieved,perc_astar_a_grade_achieved,perc_astar_b_grade_achieved,perc_astar_c_grade_achieved,perc_astar_d_grade_achieved,perc_astar_e_grade_achieved,entry_count
2014,201314,Academic year,National,E92000001,England,Final,Other  modern  languages,Male,12,48,80,92,96,98,2928
2015,201415,Academic year,National,E92000001,England,Final,Other  modern  languages,Male,14,50,80,92,97,99,3095
2016,201516,Academic year,National,E92000001,England,Final,Other  modern  languages,Male,12,47,78,91,96,99,3079
2017,201617,Academic year,National,E92000001,England,Final,Other  modern  languages,Male,12,46,79,93,97,99,3057
2018,201718,Academic year,National,E92000001,England,Revised,Other  modern  languages,Male,11.7,46.4,77.9,92,96.7,98.3,3305
2019,201819,Academic year,National,E92000001,England,Revised,Other  modern  languages,Male,13.9,47.5,75.6,88.8,94.5,96.9,2729
2020,201920,Academic year,National,E92000001,England,Final,Other  modern  languages,Male,29.4,70.9,90.2,96.9,98,98.1,1832
2021,202021,Academic year,National,E92000001,England,Final,Other  modern  languages,Male,49,80.8,93.3,97.3,98.3,98.6,1795
2022,202122,Academic year,National,E92000001,England,Revised,Other  modern  languages,Male,36.8,69,87.7,93.6,96.2,97.7,1952
1996,199596,Academic year,National,E92000001,England,Final,Other communication studies,All students,NA,9,27,50,68,81,6806
1997,199697,Academic year,National,E92000001,England,Final,Other communication studies,All students,NA,10,29,54,73,84,7573
1998,199798,Academic year,National,E92000001,England,Final,Other communication studies,All students,NA,10,30,53,73,85,7704
1999,199899,Academic year,National,E92000001,England,Final,Other communication studies,All students,NA,10,29,53,74,86,7169
2000,199900,Academic year,National,E92000001,England,Final,Other communication studies,All students,NA,10,30,54,74,87,7189
2001,200001,Academic year,National,E92000001,England,Final,Other communication studies,All students,NA,12,32,60,78,89,7166
2002,200102,Academic year,National,E92000001,England,Final,Other communication studies,All students,NA,12,39,72,91,98,6949
2003,200203,Academic year,National,E92000001,England,Final,Other communication studies,All students,NA,13,43,75,92,98,7625
2004,200304,Academic year,National,E92000001,England,Final,Other communication studies,All students,NA,14,44,77,94,99,8309
2005,200405,Academic year,National,E92000001,England,Final,Other communication studies,All students,NA,16,47,80,95,99,8731
2006,200506,Academic year,National,E92000001,England,Final,Other communication studies,All students,NA,15,47,79,95,99,9587
2007,200607,Academic year,National,E92000001,England,Final,Other communication studies,All students,NA,16,49,82,96,99,10007
2008,200708,Academic year,National,E92000001,England,Final,Other communication studies,All students,NA,15,48,82,96,99,9637
2009,200809,Academic year,National,E92000001,England,Final,Other communication studies,All students,NA,14,48,83,96,99,9797
2010,200910,Academic year,National,E92000001,England,Final,Other communication studies,All students,3,14,47,81,96,99,10022
2011,201011,Academic year,National,E92000001,England,Final,Other communication studies,All students,3,14,47,82,96,99,9905
2012,201112,Academic year,National,E92000001,England,Final,Other communication studies,All students,2,13,45,81,96,99,9612
2013,201213,Academic year,National,E92000001,England,Final,Other communication studies,All students,2,12,44,81,96,99,8505
2014,201314,Academic year,National,E92000001,England,Final,Other communication studies,All students,2,12,46,82,97,100,8235
2015,201415,Academic year,National,E92000001,England,Final,Other communication studies,All students,2,13,47,84,97,100,9660
2016,201516,Academic year,National,E92000001,England,Final,Other communication studies,All students,2,13,47,84,97,100,10281
2017,201617,Academic year,National,E92000001,England,Final,Other communication studies,All students,3,13,48,85,98,100,10097
1996,199596,Academic year,National,E92000001,England,Final,Other communication studies,Female,NA,10,30,55,74,86,4465
1997,199697,Academic year,National,E92000001,England,Final,Other communication studies,Female,NA,11,32,59,77,88,5020
1998,199798,Academic year,National,E92000001,England,Final,Other communication studies,Female,NA,12,33,59,78,89,5131
1999,199899,Academic year,National,E92000001,England,Final,Other communication studies,Female,NA,11,32,57,78,89,4775
2000,199900,Academic year,National,E92000001,England,Final,Other communication studies,Female,NA,10,32,58,79,90,4750
2001,200001,Academic year,National,E92000001,England,Final,Other communication studies,Female,NA,12,34,64,82,92,4827
2002,200102,Academic year,National,E92000001,England,Final,Other communication studies,Female,NA,13,42,74,93,98,4692
2003,200203,Academic year,National,E92000001,England,Final,Other communication studies,Female,NA,14,44,77,94,99,4900
2004,200304,Academic year,National,E92000001,England,Final,Other communication studies,Female,NA,15,45,78,94,99,5214
2005,200405,Academic year,National,E92000001,England,Final,Other communication studies,Female,NA,16,48,80,95,99,5356
2006,200506,Academic year,National,E92000001,England,Final,Other communication studies,Female,NA,17,48,79,94,99,5690
2007,200607,Academic year,National,E92000001,England,Final,Other communication studies,Female,NA,18,52,83,96,99,5773
2008,200708,Academic year,National,E92000001,England,Final,Other communication studies,Female,NA,17,51,84,96,99,5417
2009,200809,Academic year,National,E92000001,England,Final,Other communication studies,Female,NA,16,50,84,97,99,5491
2010,200910,Academic year,National,E92000001,England,Final,Other communication studies,Female,4,16,50,83,97,99,5610
2011,201011,Academic year,National,E92000001,England,Final,Other communication studies,Female,3,16,51,84,97,99,5480
2012,201112,Academic year,National,E92000001,England,Final,Other communication studies,Female,3,15,49,83,97,100,5338
2013,201213,Academic year,National,E92000001,England,Final,Other communication studies,Female,2,14,49,85,98,100,4758
2014,201314,Academic year,National,E92000001,England,Final,Other communication studies,Female,2,14,51,86,98,100,4578
2015,201415,Academic year,National,E92000001,England,Final,Other communication studies,Female,2,15,52,87,98,100,5677
2016,201516,Academic year,National,E92000001,England,Final,Other communication studies,Female,2,14,51,86,98,100,6084
2017,201617,Academic year,National,E92000001,England,Final,Other communication studies,Female,3,15,52,87,98,100,5998
1996,199596,Academic year,National,E92000001,England,Final,Other communication studies,Male,NA,8,22,40,58,73,2341
1997,199697,Academic year,National,E92000001,England,Final,Other communication studies,Male,NA,8,23,44,63,77,2553
1998,199798,Academic year,National,E92000001,England,Final,Other communication studies,Male,NA,7,22,42,62,77,2573
1999,199899,Academic year,National,E92000001,England,Final,Other communication studies,Male,NA,8,24,44,66,80,2394
2000,199900,Academic year,National,E92000001,England,Final,Other communication studies,Male,NA,9,25,45,65,80,2439
2001,200001,Academic year,National,E92000001,England,Final,Other communication studies,Male,NA,10,27,50,69,83,2339
2002,200102,Academic year,National,E92000001,England,Final,Other communication studies,Male,NA,11,34,66,87,96,2257
2003,200203,Academic year,National,E92000001,England,Final,Other communication studies,Male,NA,12,40,71,90,97,2725
2004,200304,Academic year,National,E92000001,England,Final,Other communication studies,Male,NA,14,42,74,92,98,3095
2005,200405,Academic year,National,E92000001,England,Final,Other communication studies,Male,NA,15,46,80,94,99,3375
2006,200506,Academic year,National,E92000001,England,Final,Other communication studies,Male,NA,13,46,80,95,99,3897
2007,200607,Academic year,National,E92000001,England,Final,Other communication studies,Male,NA,14,46,81,96,99,4234
2008,200708,Academic year,National,E92000001,England,Final,Other communication studies,Male,NA,13,45,81,96,99,4220
2009,200809,Academic year,National,E92000001,England,Final,Other communication studies,Male,NA,12,45,82,96,99,4306
2010,200910,Academic year,National,E92000001,England,Final,Other communication studies,Male,2,12,43,79,96,99,4412
2011,201011,Academic year,National,E92000001,England,Final,Other communication studies,Male,2,12,42,79,95,99,4425
2012,201112,Academic year,National,E92000001,England,Final,Other communication studies,Male,2,11,40,79,96,99,4274
2013,201213,Academic year,National,E92000001,England,Final,Other communication studies,Male,2,9,38,78,96,99,3747
2014,201314,Academic year,National,E92000001,England,Final,Other communication studies,Male,1,9,39,78,96,99,3657
2015,201415,Academic year,National,E92000001,England,Final,Other communication studies,Male,2,10,41,81,96,99,3983
2016,201516,Academic year,National,E92000001,England,Final,Other communication studies,Male,2,11,42,81,97,99,4197
2017,201617,Academic year,National,E92000001,England,Final,Other communication studies,Male,2,11,42,82,97,100,4099
1996,199596,Academic year,National,E92000001,England,Final,Other sciences,All students,NA,10,25,45,66,83,4194
1997,199697,Academic year,National,E92000001,England,Final,Other sciences,All students,NA,11,26,45,68,85,4301
1998,199798,Academic year,National,E92000001,England,Final,Other sciences,All students,NA,12,27,48,71,88,4325
1999,199899,Academic year,National,E92000001,England,Final,Other sciences,All students,NA,13,28,50,72,87,4124
2000,199900,Academic year,National,E92000001,England,Final,Other sciences,All students,NA,14,29,50,72,88,3834
2001,200001,Academic year,National,E92000001,England,Final,Other sciences,All students,NA,16,31,52,73,89,3587
2002,200102,Academic year,National,E92000001,England,Final,Other sciences,All students,NA,20,40,61,81,94,3740
2003,200203,Academic year,National,E92000001,England,Final,Other sciences,All students,NA,20,39,61,80,95,4029
2004,200304,Academic year,National,E92000001,England,Final,Other sciences,All students,NA,22,42,64,83,96,3773
2005,200405,Academic year,National,E92000001,England,Final,Other sciences,All students,NA,21,42,63,83,96,3779
2006,200506,Academic year,National,E92000001,England,Final,Other sciences,All students,NA,23,44,65,83,97,3599
2007,200607,Academic year,National,E92000001,England,Final,Other sciences,All students,NA,24,45,68,85,97,3920
2008,200708,Academic year,National,E92000001,England,Final,Other sciences,All students,NA,24,46,67,85,97,3986
2009,200809,Academic year,National,E92000001,England,Final,Other sciences,All students,NA,25,48,70,87,97,3905
2010,200910,Academic year,National,E92000001,England,Final,Other sciences,All students,8,25,48,71,88,97,4283
2011,201011,Academic year,National,E92000001,England,Final,Other sciences,All students,8,26,48,70,87,97,4222
2012,201112,Academic year,National,E92000001,England,Final,Other sciences,All students,8,25,48,71,89,98,4269
2013,201213,Academic year,National,E92000001,England,Final,Other sciences,All students,7,24,50,73,89,98,4181
2014,201314,Academic year,National,E92000001,England,Final,Other sciences,All students,8,25,50,71,88,98,4121
2015,201415,Academic year,National,E92000001,England,Final,Other sciences,All students,6,25,49,74,90,98,3957
2016,201516,Academic year,National,E92000001,England,Final,Other sciences,All students,7,26,51,74,90,99,3562
2017,201617,Academic year,National,E92000001,England,Final,Other sciences,All students,8,25,50,73,90,98,3161
2018,201718,Academic year,National,E92000001,England,Revised,Other sciences,All students,8.4,25.9,51.8,74.7,90.7,98,2580
2019,201819,Academic year,National,E92000001,England,Revised,Other sciences,All students,6,21.3,42.2,66.7,85.8,96.8,2591
2020,201920,Academic year,National,E92000001,England,Final,Other sciences,All students,11.7,32.3,57.8,81.5,95.3,99.5,2321
2021,202021,Academic year,National,E92000001,England,Final,Other sciences,All students,12.4,33.9,58.7,81.2,94.4,99.4,2549
2022,202122,Academic year,National,E92000001,England,Revised,Other sciences,All students,11.4,29.3,52.5,72.8,90.1,97.5,2600
1996,199596,Academic year,National,E92000001,England,Final,Other sciences,Female,NA,10,26,48,69,85,1537
1997,199697,Academic year,National,E92000001,England,Final,Other sciences,Female,NA,11,28,47,70,86,1621
1998,199798,Academic year,National,E92000001,England,Final,Other sciences,Female,NA,12,28,46,69,87,1630
1999,199899,Academic year,National,E92000001,England,Final,Other sciences,Female,NA,14,27,51,73,88,1507
2000,199900,Academic year,National,E92000001,England,Final,Other sciences,Female,NA,13,31,52,74,89,1438
2001,200001,Academic year,National,E92000001,England,Final,Other sciences,Female,NA,14,30,52,74,90,1236
2002,200102,Academic year,National,E92000001,England,Final,Other sciences,Female,NA,20,40,61,82,94,1226
2003,200203,Academic year,National,E92000001,England,Final,Other sciences,Female,NA,19,39,61,82,96,1209
2004,200304,Academic year,National,E92000001,England,Final,Other sciences,Female,NA,19,42,64,85,97,1036
2005,200405,Academic year,National,E92000001,England,Final,Other sciences,Female,NA,20,42,64,84,97,1037
2006,200506,Academic year,National,E92000001,England,Final,Other sciences,Female,NA,21,43,67,85,98,983
2007,200607,Academic year,National,E92000001,England,Final,Other sciences,Female,NA,21,45,68,86,97,1100
2008,200708,Academic year,National,E92000001,England,Final,Other sciences,Female,NA,24,48,68,88,97,1091
2009,200809,Academic year,National,E92000001,England,Final,Other sciences,Female,NA,25,50,72,88,98,1111
2010,200910,Academic year,National,E92000001,England,Final,Other sciences,Female,8,24,49,72,88,97,1228
2011,201011,Academic year,National,E92000001,England,Final,Other sciences,Female,9,24,48,71,87,97,1244
2012,201112,Academic year,National,E92000001,England,Final,Other sciences,Female,7,27,50,71,88,97,1223
2013,201213,Academic year,National,E92000001,England,Final,Other sciences,Female,6,24,52,75,89,98,1191
2014,201314,Academic year,National,E92000001,England,Final,Other sciences,Female,7,23,49,72,87,97,1214
2015,201415,Academic year,National,E92000001,England,Final,Other sciences,Female,6,24,49,75,90,98,1164
2016,201516,Academic year,National,E92000001,England,Final,Other sciences,Female,6,25,52,73,90,98,1094
2017,201617,Academic year,National,E92000001,England,Final,Other sciences,Female,7,24,50,72,89,98,1030
2018,201718,Academic year,National,E92000001,England,Revised,Other sciences,Female,5.6,24.8,53.2,75.5,90.1,97.8,846
2019,201819,Academic year,National,E92000001,England,Revised,Other sciences,Female,4.2,17.6,38.5,65.9,85.2,96.6,859
2020,201920,Academic year,National,E92000001,England,Final,Other sciences,Female,10.4,30.9,60.4,83.6,96.1,99.4,852
2021,202021,Academic year,National,E92000001,England,Final,Other sciences,Female,12.5,34.8,62.2,82.5,95.3,99.4,957
2022,202122,Academic year,National,E92000001,England,Revised,Other sciences,Female,10.8,29,54.4,73.8,90.1,97.8,981
1996,199596,Academic year,National,E92000001,England,Final,Other sciences,Male,NA,10,24,44,65,82,2657
1997,199697,Academic year,National,E92000001,England,Final,Other sciences,Male,NA,11,25,44,67,84,2680
1998,199798,Academic year,National,E92000001,England,Final,Other sciences,Male,NA,12,27,49,72,88,2695
1999,199899,Academic year,National,E92000001,England,Final,Other sciences,Male,NA,13,29,49,71,86,2617
2000,199900,Academic year,National,E92000001,England,Final,Other sciences,Male,NA,14,28,49,70,87,2396
2001,200001,Academic year,National,E92000001,England,Final,Other sciences,Male,NA,17,32,52,73,88,2351
2002,200102,Academic year,National,E92000001,England,Final,Other sciences,Male,NA,20,40,61,81,94,2514
2003,200203,Academic year,National,E92000001,England,Final,Other sciences,Male,NA,21,39,61,80,94,2820
2004,200304,Academic year,National,E92000001,England,Final,Other sciences,Male,NA,23,42,64,82,96,2737
